srcid,Mode,Q1,Q2,Q3,Q4,Q5a,Q5b,Q5c,Q5d,Q5e,Q5f,Q6a,Q6b,Q6c,Q6d,Q7a,Q7b,Q7c,Q7d,Q7e,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q10a,Q10b,Q10c,Q10d,Q12,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q14,Q15,Q16,Q17a,Q17b,Q17c,Q17d,Q17e,Q17f,Q18,Q19a,Q19b,Q19c,Q19d,Q19e,Q19f,Q19g,StateMap,p_gender_sdc,p_age_group_sdc,p_education_sdc,total_time_taken,avg_trust_Q8,Vdisagree_count,disagree_count,neutral_count,agree_count,Vagree_count,opinionated
1620,2,2,19,19,1,2,2,2,2,2,1,4,4,2,2,4,3,2,1,2,6,6,5,2,3,5,8,7,4,4,2,4,1,1,1,2,1,1,2,3,1, , , , , , , , , , , , , , , ,2,1,2,2,7.450000000000003,5.25,1,6,0,11,2,F
669,2,4,13,16,101,1,1,1,1,1,1,5,5,3,1,2,1,2,2,1,4,4,4,1,7,1,1,4,2,1,4,1, , , , , , , , , ,4,4,4,4,4,2,3,2,3,2,2,3,2,2,3,2,2,3,1,17.816666666666666,3.25,1,2,1,4,12,T
649,2,4,35,37,3,2,2,1,1,1,1,4,2,4,2,2,1,1,2,1,7,8,2,2,8,3,2,9,2,4,2,2,2,1,1,2,2,2,2,3,1, , , , , , , , , , , , , , , ,2,1,3,1,12.549999999999992,5.125,0,4,0,9,7,F
761,2,5,20,1,3,1,1,1,1,1,4,1,1,1,1,2,2,1,3,1,4,1,1,1,4,2,1,9,1,1,1,1, , , , , , , , , ,4,4,2,4,3,3,4,1,2,2,1,4,1,1,4,1,1,3,1,8.050000000000002,2.875,6,1,0,2,11,T
10,1,2,19,19,1,2,2,-98,2,2,2,4,-98,3,2,4,2,3,3,4,6,7,5,2, ,3,5,7,4,4,5,4,2,-98,-98,1,-98,1,-98,3,-98, , , , , , , , , , , , , , , ,1,2,4,2,27.116666666666678,4.375,3,6,2,8,0,F
303,2,4,1,11,4,2,2,2,2,2,2,2,2,2,2,1,2,1,3,2,3,7,1,1,8,1,2,9,2,4,2,2, , , , , , , , , ,3,3,3,4,3,3,2,2,3,3,1,4,3,2,3,8,2,2,1,7.3166666666666655,4.0,0,7,0,11,2,F
1689,2,4,16,4,4,3,3,3,2,3,3,2,2,1,1,1,1,2,2,1,2,2,1,1,3,2,1,2,4,2,1,1, , , , , , , , , ,3,3,3,3,3,4,3,2,2,3,1,3,4,4,3,3,2,2,3,10.483333333333333,1.75,2,9,0,4,5,F
326,2,5,20,11,3,4,3,2,1,3,2,2,2,3,2,2,3,1,2,1,4,8,2,1,6,2,3,8,1,4,4,2, , , , , , , , , ,3,-98,4,4,2,3,4,3,3,3,2,4,3,3,4,2,2,4,1,13.400000000000004,4.25,2,8,1,5,4,F
1759,2,2,16,11,97,3,3,2,2,3,1,3,2,2,2,2,2,2,3,1,5,4,3,1,7,3,2,6,2,2,2,2,3,2,1,2,1,2,2,1,3, , , , , , , , , , , , , , , ,3,1,2,1,36.36666666666663,3.875,0,7,1,10,2,F
354,2,2,18,29,1,1,1,1,2,1,1,2,2,3,2,2,1,2,2,2,4,4,4,4,4,4,3,4,2,4,4,4,2,2,1,1,2,1,2,2,3, , , , , , , , , , , , , , , ,3,2,4,3,13.616666666666664,3.875,0,6,1,7,6,F
1164,2,4,-98, ,1,2,2,1,1,1,2,3,2,3,3,2,2,3,2,2,6,5,7,4,5,3,4,7,4,4,4,2, , , , , , , , , ,2,3,3,3,2,3,2,-98,3,2,-98,3,-98,-98,2,2,2,1,1,15.766666666666682,5.125,0,6,3,8,3,F
1150,2,4,13,16,97,2,2,1,1,1,1,3,2,3,2,1,2,1,3,3,4,4,1,1,4,2,3,3,2,4,1,4, , , , , , , , , ,3,2,3,3,2,3,2,3,2,3,3,3,3,3,2,3,2,2,1,12.349999999999996,2.75,0,7,2,4,7,F
803,2,2,16,29,101,2,3,1,1,1,1,4,3,3,4,1,1,3,2,2,6,6,8,3,3,4,2,7,4,4,4,4, , , , , , , , , ,2,2,2,3,2,2,2,3,3,3,2,3,4,4,3,3,1,3,3,7.1333333333333355,4.875,0,6,2,6,6,F
2010,2,2,1,16,1,1,1,1,1,2,2,2,2,4,4,2,2,2,3,3,8,7,5,6,8,6,3,8,2,2,2,4,2,1,1,2,1,2,2,3,3, , , , , , , , , , , , , , , ,3,1,3,1,12.133333333333333,6.375,0,5,0,11,4,F
2544,2,2,11,28,1,2,2,1,2,2,1,4,2,3,2,3,2,3,3,1,6,6,8,1,8,2,1,8,2,4,4,4,3,2,1,2,1,2,2,3,3, , , , , , , , , , , , , , , ,5,2,3,1,11.633333333333342,5.0,0,8,1,8,3,F
2087,2,4,16,16,3,2,2,2,1,3,2,3,2,1,2,3,3,3,2,2,8,6,8,3,8,6,7,8,4,5,4,4, , , , , , , , , ,2,2,3,3,2,3,3,3,3,3,2,3,3,2,3,3,1,3,2,12.116666666666665,6.75,2,10,1,6,1,F
245,2,4,36,11,3,1,1,2,2,1,2,4,2,3,3,3,2,2,2,2,7,8,6,6,7,6,7,8,2,4,4,2,1,1,2,2,2,2,2,4,3, , , , , , , , , , , , , , , ,2,1,4,2,21.499999999999996,6.875,0,5,2,10,3,F
1117,1,1,36,4,3,1,1,2,1,2,1,2,3,1,1,3,2,2,3,4,5,5,1,5,5,1,1,5,5,5,4,5,1,2,2,2,2,2,2,3,3, , , , , , , , , , , , , , , ,4,1,4, ,13.83333333333333,3.5,6,4,1,4,5,T
185,2,2,35,20,4,1,1,2,2,2,2,3,3,4,4,3,2,2,3,2,7,5,5,2,7,5,4,8,2,4,1,2,3,1,1,2,1,2,2,3,3, , , , , , , , , , , , , , , ,4,1,3,1,25.599999999999998,5.375,0,3,2,12,3,F
2238,2,4,11,20,3,2,2,2,2,2,1,1,2,2,1,2,1,1,3,1,2,1,1,1,8,1,1,7,2,4,4,1, , , , , , , , , ,2,2,2,3,2,3,3,1,1,3,2,3,2,1,3,4,2,3,3,10.100000000000005,2.75,2,6,0,7,5,F
1345,2,4,16,11,101,2,1,1,2,2,1,4,3,3,2,2,2,2,2,1,6,5,3,3,6,5,3,8,4,4,4,4,1,1,2,2,1,1,2,4,3, , , , , , , , , , , , , , , ,5,1,4,1,10.416666666666663,4.875,0,6,2,8,4,F
374,2,2,100,30,1,2,1,1,1,1,1,3,3,4,4,2,1,2,1,1,9,8,6,4,6,7,1,9,1,2,1,2,3,1,1,2,2,2,2,3,2, , , , , , , , , , , , , , , ,5,1,3,2,12.783333333333326,6.25,0,0,2,8,10,T
737,2,4,11,34,3,3,3,2,2,2,1,3,2,2,3,2,3,3,2,3,7,7,8,3,6,8,4,9,4,4,4,2, , , , , , , , , ,2,1,3,3,2,3,2,3,3,3,2,3,3,3,3,5,1,4,2,13.849999999999989,6.5,0,11,2,6,1,F
2310,2,4,16,13,101,1,1,1,1,1,1,4,4,4,3,3,3,3,3,3,5,5,2,2,2,2,2,5,4,4,4,4,1,1,2,1,1,1,1,2,3, , , , , , , , , , , , , , , ,5,1,4,3,13.400000000000006,3.125,0,10,1,3,6,F
2230,2,2,16,13,101,2,2,1,2,3,1,4,3,2,1,1,1,2,1,1,6,5,1,5,6,5,4,3,4,4,2,1, , , , , , , , , ,2,1,2,3,2,2,2,2,3,3,2,2,3,3,3,5,1,3,3,12.433333333333326,4.375,1,4,1,7,7,F
2106,2,2,5,20,4,2,2,2,2,2,2,3,3,4,4,3,2,3,3,2,6,5,4,2,8,3,2,8,2,2,2,2, , , , , , , , , ,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3,5,2,3,2,13.483333333333334,4.75,0,3,2,15,0,F
1319,2,4,36,1,-98,2,2,2,2,2,2,3,5,2,3,1,1,1,1,1,4,3,2,2,3,3,3,4,2,4,4,1, , , , , , , , , ,2,2,2,3,2,3,3,2,2,2,2,3,3,2,3,2,2,3,1,11.816666666666677,3.0,0,4,2,7,7,F
343,2,2,28,1,1,2,1,1,2,1,1,4,4,4,4,1,1,1,1,1,8,7,10,1,1,5,1,8,4,4,5,1, , , , , , , , , ,1,1,1,1,1,3,1,1,1,1,1,2,2,2,3,5,2,2,2,28.74999999999999,5.125,1,2,0,7,10,T
1495,2,2,-99, ,-99,2,2,2,2,2,2,3,3,3,3,1,2,1,2,1,5,5,3,1,3,1,1,5,2,2,4,1, , , , , , , , , ,2,2,2,3,2,2,2,2,2,3,-98,-98,-98,-98,3,2,2,3,3,9.899999999999991,3.0,0,1,4,11,4,F
1156,1,5,16,13,101,1,1,2,2,3,2,3,3,1,1,1,2,1,1,1,4,5,1,1,7,1,8,8,4,4,5,1, , , , , , , , , ,1,1,1,1,1,4,-98,3,3,3,1,3,3,3,3,5,2,3, ,17.88333333333334,4.375,4,3,2,4,7,T
978,2,1,6,13,4,1,1,1,1,1,1,3,4,4,2,2,2,3,3,2,6,5,5,1,4,1,1,7,2,1,1,4, , , , , , , , , ,2,3,3,4,2,2,3,3,3,3,1,3,2,3,3,3,2,2,1,15.649999999999972,3.75,0,4,1,6,9,F
186,2,4,1,28,1,3,3,2,2,1,2,4,4,3,4,1,1,2,2,1,3,3,3,1,3,2,2,5,2,4,4,2,3,1,1,1,1,1,1,3,3, , , , , , , , , , , , , , , ,2,2,4,3,12.499999999999993,2.75,0,5,1,10,4,F
1773,2,4,6,5,3,2,2,1,1,1,1,4,4,4,4,2,2,2,2,2,8,8,7,6,7,5,4,8,2,2,2,2,2,1,2,1,1,1,1,3,1, , , , , , , , , , , , , , , ,3,1,3,1,7.766666666666669,6.625,0,1,0,15,4,F
1753,2,2,11,1,3,2,2,1,1,2,1,3,3,3,3,2,1,2,3,3,8,8,7,5,9,5,6,9,4,4,4,2,3,1,1,2,2,2,2,3,3, , , , , , , , , , , , , , , ,2,1,3,1,4.583333333333334,7.125,0,5,4,7,4,F
1287,2,4,19,11,101,2,2,2,2,2,2,3,2,2,2,2,3,1,2,2,3,2,4,1,1,4,2,5,4,4,2,2,4,2,1,1,1,1,2,2,3, , , , , , , , , , , , , , , ,2,1,1,3,13.266666666666662,2.75,0,7,1,11,1,F
845,2,4,16,35,4,2,2,2,2,3,2,1,1,2,1,2,1,2,2,1,3,2,2,1,4,2,1,8,2,2,4,2,3,2,2,2,1,2,1,2,3, , , , , , , , , , , , , , , ,1,1,4,1,11.633333333333335,2.875,3,4,0,11,2,F
1746,2,2,2,1,-98,1,1,1,1,1,1,2,2,4,4,3,2,3,3,1,8,3,8,1,7,6,2,9,2,1,-98,2,3,1,1,2,1,2,2,3,2, , , , , , , , , , , , , , , ,1,1,3,1,26.283333333333324,5.5,0,5,0,6,8,F
2097,2,2,1,12,101,3,3,1,1,1,1,5,5,4,5,1,1,1,1,1,6,7,6,1,4,2,3,5,5,5,4,2, , , , , , , , , ,1,1,1,2,1,1,1,1,1,1,1,3,3,2,3,2,1,4,3,16.11666666666667,4.25,2,3,0,3,12,T
703,2,2,18,5,1,2,2,2,1,2,1,4,3,4,4,3,2,4,3,3,8,8,7,5,8,7,7,8,2,4,4,2,3,1,2,1,1,1,1,2,3, , , , , , , , , , , , , , , ,2,1,4,3,16.35,7.25,1,5,1,11,2,F
2214,2,2,-98, ,4,2,2,2,2,1,1,3,3,3,3,2,3,4,3,3,8,7,5,2,4,2,2,8,5,5,4,5,2,1,1,2,2,2,2,2,3, , , , , , , , , , , , , , , ,1,2,2,1,7.566666666666667,4.75,4,4,4,6,2,F
1091,2,2,20,14,4,2,2,2,2,2,1,3,3,3,3,1,3,1,3,1,7,5,3,3,5,3,6,5,4,4,4,4,3,1,1,2,1,2,1,2,3, , , , , , , , , , , , , , , ,3,2,4,2,14.000000000000034,4.625,0,6,4,6,4,F
1347,2,2,13,16,1,4,4,1,2,1,1,2,2,2,4,1,1,1,2,1,2,4,2,2,4,4,2,2,4,4,4,1, , , , , , , , , ,3,2,2,2,1,3,2,3,3,3,2,2,3,4,3,3,1,4,2,8.766666666666667,2.75,2,6,0,4,8,T
1242,2,2,17,16,3,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,5,6,8,6,8,3,8,7,4,2,2,2,2,2,2,2,2,1,1,3,3, , , , , , , , , , , , , , , ,1,2,2,2,22.283333333333335,6.375,0,4,0,16,0,F
1863,2,4,11,6,3,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,5,5,3,2,5,3,2,8,4,4,5,4,2,-98,1,2,2,2,2,3,2, , , , , , , , , , , , , , , ,8,2,4,1,15.949999999999989,4.125,1,8,1,10,0,F
1549,2,2,16,11,101,1,1,1,1,1,1,4,4,5,5,1,1,2,2,1,5,1,5,1,5,3,5,5,2,2,2,1, , , , , , , , , ,2,3,2,3,2,3,3,3,3,3,3,3,3,4,3,2,1,4,3,14.616666666666667,3.75,0,0,0,8,12,T
1720,2,5,16,11,4,1,1,2,2,2,2,2,3,2,2,1,2,2,3,1,6,7,7,5,9,7,6,8,1,2,1,2,1,1,1,2,1,2,2,2,2, , , , , , , , , , , , , , , ,2,1,2,1,9.76666666666667,6.875,1,4,1,8,6,F
1309,2,2,4,1,1,1,1,1,1,1,1,3,3,4,3,1,1,4,4,2,5,4,4,1,4,3,4,5,2,1,2,4,3,1,1,1,1,1,1,3,2, , , , , , , , , , , , , , , ,2,1,3,2,11.833333333333336,3.75,2,1,3,5,9,T
1218,2,2,16,32,1,2,3,1,2,2,1,2,2,3,3,2,2,3,3,2,8,7,7,4,5,7,3,7,4,5,2,2,1,-98,2,-98,1,1,1,3,1, , , , , , , , , , , , , , , ,2,2,3,1,8.516666666666666,6.0,1,6,2,9,2,F
1787,2,2,1,11,101,1,1,2,1,2,1,2,2,3,3,1,1,1,1,1,8,8,9,3,8,7,7,9,1,1,4,4,2,1,2,1,2,2,1,3,1, , , , , , , , , , , , , , , ,3,1,3,1,6.4366666666666585,7.375,0,4,2,3,11,T
2155,1,2,36,17,101,1,1,1,1,1,1,3,2,4,2,2,3,2,4,1,5,6,5,6,9,5,8,9,2,4,4,4,3,1,1,2,1,2,1,2,3, , , , , , , , , , , , , , , ,2,2,4,2,11.983333333333327,6.625,1,6,1,5,7,F
1055,2,2,16,-98,1,1,1,1,1,1,1,3,4,4,3,4,4,-98,4,1,8,8,2,1,7,1,1,8,2,5,5,1, , , , , , , , , ,3,3,3,3,2,3,3,-98,2,3,3,3,3,3,3,2,1,3,1,11.483333333333325,4.5,5,0,3,4,8,T
494,2,4,13,2,101,3,3,1,1,1,1,3,2,3,3,1,2,2,2,1,4,4,1,1,1,1,1,8,2,1,2,2,4,1,2,1,1,1,1,1,1, , , , , , , , , , , , , , , ,6,1,3,3,14.383333333333345,2.625,0,4,3,6,7,F
1836,2,2,37,1,3,2,2,1,1,1,1,2,2,4,4,3,2,3,3,3,8,7,6,3,7,6,6,8,2,4,2,5, , , , , , , , , ,3,3,4,4,3,4,3,3,4,3,1,4,3,3,4,1,1,2,1,18.90000000000001,6.375,1,7,0,8,4,F
1957,2,4,16,1,1,1,2,1,1,1,1,4,3,3,3,2,2,2,3,2,8,8,7,6,8,5,5,8,4,4,4,2, , , , , , , , , ,2,2,2,2,2,2,2,3,3,3,2,3,3,4,3,3,1,3,3,11.266666666666673,6.875,0,5,3,7,5,F
1171,1,2,1,-98,3,1,2,4,1,4,4,3,3,3,3,2,1,2,3,2,8,8,10,8,9, ,10,9,1,4,4,1,2,1,2,1,1,1,1,2,3, , , , , , , , , , , , , , , ,5,2,4,3,12.116666666666674,7.75,3,3,4,5,5,T
1013,2,2,1,11,-99,2,2,1,1,2,1,2,2,2,2,2,1,4,3,2,7,6,5,3,6,6,4,8,5,5,5,4, , , , , , , , , ,3,3,2,3,3,3,3,3,3,3,2,3,2,3,3,3,2,3,1,10.61666666666666,5.625,4,6,0,6,4,F
1099,2,3,4,1,-98,4,4,2,2,1,1,4,3,2,2,1,1,1,1,1,8,3,2,1,4,1,2,5,2,4,4,1,3,1,1,2,1,2,1,2,-99, , , , , , , , , , , , , , , ,1,2,3,3,10.083333333333327,3.25,2,4,2,4,8,T
576,2,2,16,100,101,2,2,1,2,1,1,3,1,4,3,2,2,2,2,1,7,4,7,1,7,2,2,7,2,4,4,2,3,2,2,1,1,1,1,2,3, , , , , , , , , , , , , , , ,3,1,4,1,21.333333333333336,4.625,1,2,2,11,4,F
1843,2,2,1,1,1,2,2,2,2,2,2,3,3,4,3,2,2,4,3,2,6,5,4,1,5,4,5,8,4,4,4,4,2,1,2,1,1,1,1,3,3, , , , , , , , , , , , , , , ,5,2,4,3,7.566666666666666,4.75,1,5,3,11,0,F
710,2,2,32,11,1,2,2,2,2,3,2,2,4,2,1,1,1,1,2,2,5,5,6,1,5,1,2,5,2,4,4,4,1,1,1,2,2,1,1,2,1, , , , , , , , , , , , , , , ,4,2,2,2,9.38333333333333,3.75,1,6,0,10,3,F
864,2,4,15,1,4,2,1,1,2,3,1,2,2,2,2,1,1,2,3,2,4,4,3,3,6,3,5,5,4,4,4,1,2,1,1,2,1,2,2,2,3, , , , , , , , , , , , , , , ,3,2,2,1,9.066666666666668,4.125,0,10,0,4,6,F
1153,2,2,20,20,101,1,1,2,1,1,1,3,3,4,4,2,1,1,2,1,5,5,5,1,5,2,4,5,1,2,2,2,3,1,1,2,1,2,2,1,3, , , , , , , , , , , , , , , ,1,2,3,1,11.233333333333327,4.0,0,0,2,9,9,T
349,2,2,13,1,101,2,2,2,2,2,1,4,4,4,4,2,2,2,2,2,7,7,5,1,5,5,4,7,4,4,2,2, , , , , , , , , ,2,2,2,3,2,2,2,3,3,3,3,3,3,3,3,5,1,4,2,7.683333333333333,5.125,0,2,0,17,1,F
659,2,1,18,4,1,1,1,1,1,1,1,3,3,5,3,2,2,2,2,2,9,9,4,1,5,3,6,10,4,4,4,1,2,1,1,2,1,2,2,2,3, , , , , , , , , , , , , , , ,5,1,4,1,7.583333333333332,5.875,0,3,3,5,9,T
861,2,2,17,13,1,2,2,1,1,1,1,3,2,3,2,3,2,3,3,3,5,3,4,1,4,4,3,5,4,2,4,1,2,2,1,1,2,2,2,3,3, , , , , , , , , , , , , , , ,2,1,2,1,5.899999999999997,3.625,0,8,2,5,5,F
1182,2,4,13,15,3,2,2,1,1,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,2,1,1,1,1,2,2, , , , , , , , , , , , , , , ,5,1,2,2,10.516666666666673,1.0,6,2,0,6,6,T
2006,2,4,11,16,101,2,2,2,1,2,1,3,4,4,4,2,2,2,2,2,7,7,4,4,6,3,1,7,2,4,2,2,2,2,2,2,1,2,2,2,3, , , , , , , , , , , , , , , ,1,1,4,2,30.116666666666667,4.875,0,2,1,15,2,F
286,2,2,13,2,101,2,2,2,2,1,1,5,5,2,5,1,1,1,1,1,9,9,9,2,10,9,2,10,5,5,5,1, , , , , , , , , ,3,3,3,3,3,3,3,1,4,4,3,1,3,3,3,3,2,4,3,32.58333333333331,7.5,3,1,0,5,11,T
1805,2,2,20,1,1,2,1,2,1,1,1,2,2,3,3,1,2,2,2,3,8,8,3,1,8,2,2,8,4,5,4,4, , , , , , , , , ,1,3,3,3,2,4,3,1,2,2,1,3,2,2,4,3,2,4,1,10.099999999999998,5.0,1,6,2,6,5,F
1544,1,4,11,20,4,2,2,1,1,1,1,2,3,3,3,1,1,2,3,1,6,6,5,1,7,6,2,9,2,4,4,2,2,2,1,-98,-98,2,2,2,2, , , , , , , , , , , , , , , ,2,1,3,1,17.483333333333338,5.25,0,5,3,5,7,F
2151,2,2,1,1,3,4,4,2,2,2,2,2,5,2,5,1,1,2,1,1,5,5,1,1,1,1,2,6,2,4,4,2, , , , , , , , , ,3,3,2,3,3,4,3,1,1,1,2,3,3,2,2,2,2,2,2,9.383333333333331,2.75,2,4,0,8,6,F
2251,1,1,11,13,1,1,1,1,1,1,1,5,4,5,4,4,4,4,4,4,10,8,7,9,7,8,4,9,5,5,5,5,4,1,2,1,1,1,1,4,1, , , , , , , , , , , , , , , ,4,2,3,2,15.850000000000009,7.75,9,0,0,2,9,T
1709,2,2,1,1,1,2,2,2,2,2,2,3,3,4,3,3,3,2,4,3,7,6,7,3,7,7,6,9,2,2,2,2, , , , , , , , , ,2,2,3,2,1,3,2,3,3,3,3,2,3,3,3,2,1,2,1,9.166666666666668,6.5,1,3,3,13,0,F
1311,2,2,29,4,1,1,1,1,2,2,2,2,2,4,3,2,2,2,2,2,7,7,8,6,8,6,6,9,2,4,2,4, , , , , , , , , ,2,2,2,3,2,4,3,3,2,3,2,3,3,3,3,2,1,3,1,16.23333333333333,7.125,0,4,1,12,3,F
1737,2,2,2,13,1,1,1,1,2,1,1,2,4,4,3,3,3,3,1,2,7,8,9,6,7,8,7,8,5,5,5,4, , , , , , , , , ,2,2,3,2,2,2,2,2,2,2,2,3,3,3,2,1,1,4,1,15.93333333333334,7.5,3,5,1,5,6,F
923,2,2,1,1,3,2,2,3,3,3,3,3,2,3,4,3,2,3,2,2,4,6,4,3,6,4,4,6,4,2,2,4, , , , , , , , , ,3,2,3,3,3,2,3,3,2,3,2,1,2,3,3,2,1,2,2,7.116666666666672,4.625,0,9,2,9,0,F
150,2,2,96,35,4,2,2,2,2,2,2,3,3,3,3,1,1,2,3,1,6,6,3,2,10,1,6,8,2,4,4,1,2,1,1,2,1,1,2,3,2, , , , , , , , , , , , , , , ,3,2,1,1,31.416666666666657,5.25,0,3,4,9,4,F
306,2,2,13,1,101,3,3,2,2,2,1,3,3,2,2,1,1,2,1,1,7,4,3,5,8,3,7,8,1,1,2,2,3,1,2,1,1,1,1,3,3, , , , , , , , , , , , , , , ,3,1,3,2,9.166666666666671,5.625,0,4,2,7,7,F
2317,2,4,13,5,101,4,2,2,3,3,2,4,2,1,2,1,2,2,2,1,2,2,2,1,2,1,3,2,1,4,4,2, , , , , , , , , ,3,3,3,3,3,4,3,2,2,3,2,3,3,2,3,2,2,3,2,19.466666666666665,1.875,2,7,0,8,3,F
368,2,2,1,96,1,1,1,1,1,1,1,2,2,2,2,2,1,2,3,3,6,7,5,1,2,1,2,8,4,4,2,4, , , , , , , , , ,3,2,3,2,2,2,2,3,2,3,2,3,3,4,4,2,1,2,1,6.283333333333333,4.0,0,9,0,4,7,F
1920,2,2,4,13,-98,3,3,2,2,2,2,3,3,3,3,2,2,2,2,1,5,4,1,1,7,2,1,6,4,5,4,2, , , , , , , , , ,2,2,3,2,2,2,2,3,3,2,2,3,2,2,2,1,1,2,3,7.483333333333334,3.375,1,4,4,10,1,F
1157,2,2,19,30,3,2,3,2,2,3,2,3,4,4,2,3,2,3,3,3,6,6,7,3,7,3,4,7,5,5,5,4, , , , , , , , , ,2,2,2,2,2,3,2,3,3,2,2,2,3,3,3,1,2,2,1,6.1000000000000005,5.375,3,8,1,8,0,F
1237,2,2,16,17,1,3,3,2,3,3,1,3,4,2,2,1,1,4,1,1,8,8,8,3,7,1,3,10,2,4,2,2,2,1,1,2,1,2,2,2,3, , , , , , , , , , , , , , , ,2,1,3,1,16.533333333333335,6.0,1,7,1,6,5,F
2524,2,2,13,1,3,3,2,2,2,2,2,4,5,4,4,1,1,1,1,1,8,8,5,1,4,1,1,7,4,4,4,4,3,1,2,2,2,2,2,2,3, , , , , , , , , , , , , , , ,2,2,2,1,18.599999999999998,4.375,0,5,0,9,6,F
310,2,2,13,34,1,1,1,1,1,1,1,5,4,5,4,4,4,4,4,4,8,8,8,5,8,6,6,8,2,2,2,2,2,2,1,2,2,2,2,2,3, , , , , , , , , , , , , , , ,6,1,4,2,14.0,7.125,5,0,0,7,8,T
510,2,2,4,32,101,2,1,1,1,1,1,3,3,4,4,2,2,3,3,1,8,8,7,1,7,6,1,9,1,2,4,2, , , , , , , , , ,2,3,4,3,2,4,3,2,3,3,3,3,4,4,3,3,1,2,1,39.95000000000001,5.875,0,3,2,8,7,F
2438,2,2,16,-98,3,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,6,5,3,3,5,3,3,8,4,4,4,2, , , , , , , , , ,3,3,3,3,2,3,3,-98,-98,3,1,3,-98,2,-98,2,2,1,1,11.216666666666669,4.5,4,3,0,6,7,T
353,2,4,11,4,4,1,1,1,1,1,4,1,2,2,2,1,1,1,3,1,2,3,2,1,4,1,1,2,1,4,2,4, , , , , , , , , ,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,2,2,2,1,26.38333333333335,2.0,2,7,0,1,10,T
1653,1,1,20,4,1,2,2,2,2,2,2,5,5,5,5,4,1,1,1,4,5,7,1,1,10,1,1,10,1,1,1,1, , , , , , , , , ,3,3,1,3,1,4,3,3,2,2,1,3,2,3,3,8,1,2, ,12.466666666666644,4.5,2,0,0,6,12,T
98,2,2,13,12,1,2,2,2,2,2,1,4,4,3,4,2,1,2,2,2,4,4,5,3,4,4,4,4,2,2,4,2, , , , , , , , , ,2,2,2,2,2,2,1,1,1,1,2,2,2,3,3,2,1,4,1,9.916666666666659,4.0,0,1,1,16,2,F
2407,2,1,1,27,3,3,3,2,2,2,2,4,4,3,2,2,2,2,1,1,5,6,6,1,6,6,4,6,2,4,4,2,1,1,2,1,1,1,2,3,3, , , , , , , , , , , , , , , ,1,2,2,1,9.749999999999993,5.0,0,5,1,11,3,F
1243,2,4,11,1,3,2,2,2,1,1,1,2,1,1,1,2,1,1,2,1,3,3,1,2,1,1,1,3,4,4,2,4,4,1,2,2,2,1,1,1,3, , , , , , , , , , , , , , , ,2,1,3,2,33.14999999999999,1.875,3,5,0,6,6,F
2258,2,4,96,96,-98,2,2,2,3,2,2,4,4,2,5,2,2,2,4,2,4,4,1,1,4,1,1,4,2,1,2,1,2,1,2,1,1,1,1,3,1, , , , , , , , , , , , , , , ,2,2,2,1,10.733333333333334,2.5,1,3,0,13,3,F
1487,2,2,1,16,101,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,8,9,9,7,8,7,7,8,4,4,4,2,1,1,1,1,1,1,1,4,2, , , , , , , , , , , , , , , ,3,1,2,2,12.499999999999996,7.875,0,8,4,8,0,F
1279,2,5,11,35,4,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,7,1,1,7,1,2,2,2,3,2,1,2,2,2,2,3,2, , , , , , , , , , , , , , , ,1,1,4,1,8.816666666666665,2.75,5,0,0,7,8,T
2195,2,2,16,1,3,2,2,1,1,1,1,3,3,3,3,2,2,2,3,2,7,7,6,5,7,4,5,7,2,4,2,2,2,1,1,2,1,2,1,2,3, , , , , , , , , , , , , , , ,3,2,2,1,8.366666666666667,6.0,0,2,4,10,4,F
1417,2,4,20,16,4,2,2,2,2,2,2,3,2,3,1,1,1,2,3,1,5,5,2,1,7,2,3,5,1,1,2,2,3,1,1,2,2,2,2,2,3, , , , , , , , , , , , , , , ,2,1,3,1,6.416666666666668,3.75,1,3,2,9,5,F
444,2,2,20,11,3,2,2,1,1,2,1,2,2,3,3,3,3,4,4,3,7,8,4,7,7,3,6,9,4,2,2,4,3,1,1,2,2,2,2,2,3, , , , , , , , , , , , , , , ,2,1,2,3,11.05,6.375,2,7,2,6,3,F
2541,2,2,1,13,3,2,2,2,2,2,2,3,3,4,3,3,2,3,3,3,8,8,8,4,6,5,4,8,2,2,2,2,2,2,1,2,1,2,1,2,3, , , , , , , , , , , , , , , ,2,2,3,1,9.483333333333333,6.375,0,4,3,13,0,F
448,2,2,1,11,3,2,2,1,1,1,1,3,2,4,3,2,3,4,4,3,9,9,8,3,9,2,5,9,4,5,2,2,2,2,1,2,2,1,2,2,3, , , , , , , , , , , , , , , ,2,2,4,2,23.233333333333338,6.75,3,4,2,7,4,F
